Modules/Grid2D/Grid2D_ComputeLighting.uasset	Grid2D_ComputeLighting	LightingGrid.GetNumCells(numCellsX, numCellsY);	—
Modules/Grid2D/Grid2D_CreateUnitToWorldTransform.uasset	Grid2D_CreateUnitToWorldTransform	640 | 1	This function returns the position of the currently active camera.
Modules/Grid2D/Grid2D_DownsampleScalar.uasset	Grid2D_DownsampleScalar	LowResGrid.GetNumCells(numCellsX, numCellsY);	—
Modules/Grid2D/Grid2D_ExtrapolateVelocity.uasset	Grid2D_ExtrapolateVelocity	Default value for Module.Grid if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_FLIP_CONTROLS.uasset	Grid2D_FLIP_CONTROLS	Default value for Module.Pressure Iterations if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_FLIP_ParticleUpdate.uasset	Grid2D_FLIP_ParticleUpdate	Sample a Vector2 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/Grid2D_FLIP_RasterizeParticles.uasset	Grid2D_FLIP_RasterizeParticles	This function returns the position of the currently active camera.	—
Modules/Grid2D/Grid2D_FLIP_SpawnConeSplash.uasset	Grid2D_FLIP_SpawnConeSplash	The position of the particle. This is its own type for LWC support.	—
Modules/Grid2D/Grid2D_FillNeighborGrid.uasset	Grid2D_FillNeighborGrid	Returns a Vector2 value from a particle by index.  Note: When reading from self this will be the previous frames data.	—
Modules/Grid2D/Grid2D_Gas_3DBuoyancy.uasset	Grid2D_Gas_3DBuoyancy	Default value for Module.DensityBuoyancy if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_Gas_Buoyancy.uasset	Grid2D_Gas_Buoyancy	Default value for Module.DensityBuoyancy if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_Gas_GbufferSource.uasset	Grid2D_Gas_GbufferSource	This function returns the position of the currently active camera.	—
Modules/Grid2D/Grid2D_Gas_Init.uasset	Grid2D_Gas_Init	Default value for Module.WorldToLocal if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_Gas_ParticleScatterSource.uasset	Grid2D_Gas_ParticleScatterSource	JD|e	Returns a position value from a particle by index.  Note: When reading from self this will be the previous frames data.
Modules/Grid2D/Grid2D_Gas_ParticleScatterSource_Color.uasset	Grid2D_Gas_ParticleScatterSource_Color	JD|e	Returns a position value from a particle by index.  Note: When reading from self this will be the previous frames data.
Modules/Grid2D/Grid2D_Gas_ParticleSource.uasset	Grid2D_Gas_ParticleSource	JD|e	Returns the current number of particles in the buffer.  Note: When reading from self this will be the previous frames data.
Modules/Grid2D/Grid2D_Gas_ParticleSourceColor.uasset	Grid2D_Gas_ParticleSourceColor	Returns the current number of particles in the buffer.  Note: When reading from self this will be the previous frames data.	—
Modules/Grid2D/Grid2D_Gas_SetRTValues.uasset	Grid2D_Gas_SetRTValues	Default value for Module.SimRT if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_Gas_SetResolution.uasset	Grid2D_Gas_SetResolution	640 | 1	Default value for Module.WorldGridExtents if no other module has set it previously in the stack.
Modules/Grid2D/Grid2D_GenerateDistanceField.uasset	Grid2D_GenerateDistanceField	640 | 1	Module.Grid 2D 1 Bit Mask Attribute Index
Modules/Grid2D/Grid2D_InitBlendedUV.uasset	Grid2D_InitBlendedUV	Default value for Module.Grid if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_InitRT.uasset	Grid2D_InitRT	Default value for Module.Grid if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_IntegrateForces.uasset	Grid2D_IntegrateForces	Default value for Emitter.WorldToLocal if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_OutputScreenSpaceSurface.uasset	Grid2D_OutputScreenSpaceSurface	This function returns the position of the currently active camera.	—
Modules/Grid2D/Grid2D_OwnerMotionForce.uasset	Grid2D_OwnerMotionForce	Link the output from the ComputeOwnerModule to this input.	—
Modules/Grid2D/Grid2D_PressureIteration.uasset	Grid2D_PressureIteration	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/Grid2D_ProjectPressure.uasset	Grid2D_ProjectPressure	Default value for Module.SolidVelocityIndex if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_RasterizeParticlesScreenSpace.uasset	Grid2D_RasterizeParticlesScreenSpace	This function returns the position of the currently active camera.	—
Modules/Grid2D/Grid2D_ResampleFloat.uasset	Grid2D_ResampleFloat	Default value for Module.RasterGrid if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_ResampleFromOwnerMotion.uasset	Grid2D_ResampleFromOwnerMotion	Sample a Vector2 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/Grid2D_ResampleVector2D.uasset	Grid2D_ResampleVector2D	Default value for Module.RasterGrid if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_SetBounds.uasset	Grid2D_SetBounds	Set local space fixed bounds for the emitter, this stomps any fixed bounds set from Blueprint.  If Valid is set to false the emitter will fallback to the asset set fixed bounds (if valid) or dynamically generating bounds.	—
Modules/Grid2D/Grid2D_SetResolution.uasset	Grid2D_SetResolution	Get the dimensions of mip 0 of the texture.	—
Modules/Grid2D/Grid2D_SmoothScreenSpaceSurface.uasset	Grid2D_SmoothScreenSpaceSurface	Grid.GetFloatGridValue(IndexX, IndexY, 0, 0, InitialV);	—
Modules/Grid2D/Grid2D_TurbulenceForce.uasset	Grid2D_TurbulenceForce	Default value for Module.NoiseIntensity if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_UpdateSimAttributes.uasset	Grid2D_UpdateSimAttributes	Default value for Module.Grid if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_VortexForce.uasset	Grid2D_VortexForce	Default value for Transient.PhysicsForce if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_VorticityConfinementForce.uasset	Grid2D_VorticityConfinementForce	Default value for Module.dx if no other module has set it previously in the stack.	—
Modules/Grid2D/Grid2D_WindForce.uasset	Grid2D_WindForce	Default value for Transient.PhysicsForce if no other module has set it previously in the stack.	—
Modules/Grid2D/Secondary/Grid2D_Foam_Advect.uasset	Grid2D_Foam_Advect	GridCollection.SampleGrid(CurrUnit.x, CurrUnit.y, VelocityIndex, TmpVal);	—
Modules/Grid2D/Secondary/Grid2D_Foam_Update.uasset	Grid2D_Foam_Update	GridCollection.SampleGrid(CurrUnit.x, CurrUnit.y, VelocityIndex, vx);	—
Modules/Grid2D/Secondary/Grid2D_ProfileBuffer_Compute.uasset	Grid2D_ProfileBuffer_Compute	ProfileBuffer.SetGridValue(IndexX, IndexY, 0, Height, d);	—
Modules/Grid2D/Secondary/Grid2D_ProfileBuffer_Normals.uasset	Grid2D_ProfileBuffer_Normals	Set the value at a specific index. Note that this is an older way of working with Grids. Consider using the SetFloat or other typed, named functions or parameter map variables with StackContext namespace instead.	—
Modules/Grid2D/Secondary/Grid2D_ProfileBuffer_SurfaceHeight.uasset	Grid2D_ProfileBuffer_SurfaceHeight	Set the value at a specific index. Note that this is an older way of working with Grids. Consider using the SetFloat or other typed, named functions or parameter map variables with StackContext namespace instead.	—
Modules/Grid2D/Secondary/Grid2D_Secondary_EmissionPoints.uasset	Grid2D_Secondary_EmissionPoints	d|6	GridCollection.GetPreviousVector2DValue<Attribute = "Velocity">(IndexX, IndexY+1, TmpVector);
Modules/Grid2D/Secondary/Grid2D_Secondary_SpawnParticle.uasset	Grid2D_Secondary_SpawnParticle	The position of the particle. This is its own type for LWC support.	—
Modules/Grid2D/Secondary/Grid2D_Secondary_UpdateParticles.uasset	Grid2D_Secondary_UpdateParticles	The position of the particle. This is its own type for LWC support.	—
Modules/Grid2D/ShallowWater/Grid2D_Init_BottomCapture.uasset	Grid2D_Init_BottomCapture	Default value for Module.CaptureBottomContour if no other module has set it previously in the stack.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_Advect.uasset	Grid2D_SW_Advect	Gets a Vector2 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_CollisionForce.uasset	Grid2D_SW_CollisionForce	Gets a Vector2 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_ComputeBottomContour.uasset	Grid2D_SW_ComputeBottomContour	Sample supplied mip level from input 2d texture at the specified UV coordinates. The UV origin (0,0) is in the upper left hand corner of the image.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_ComputeNormals.uasset	Grid2D_SW_ComputeNormals	Default value for Emitter.GridCollection if no other module has set it previously in the stack.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_DebugVisualization.uasset	Grid2D_SW_DebugVisualization	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_DistributeOverlapVolume.uasset	Grid2D_SW_DistributeOverlapVolume	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_ExtrapolateHeight.uasset	Grid2D_SW_ExtrapolateHeight	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_ExtrapolateRenderHeight.uasset	Grid2D_SW_ExtrapolateRenderHeight	WaterGrid.GetPreviousFloatValue<Attribute = "WaterDepth">(TmpIndexX, TmpIndexY, TmpDepthVal);	—
Modules/Grid2D/ShallowWater/Grid2D_SW_ExtrapolateVelocities.uasset	Grid2D_SW_ExtrapolateVelocities	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_FilterOvershoot.uasset	Grid2D_SW_FilterOvershoot	WaterGrid.ExecutionIndexToGridIndex(IndexX, IndexY);	—
Modules/Grid2D/ShallowWater/Grid2D_SW_FoamSpread.uasset	Grid2D_SW_FoamSpread	Gets a Vector2 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_Init.uasset	Grid2D_SW_Init	Sample supplied mip level from input 2d texture at the specified UV coordinates. The UV origin (0,0) is in the upper left hand corner of the image.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_MovingWindow_GetDelta.uasset	Grid2D_SW_MovingWindow_GetDelta	640 | 1	Default value for Module.WorldToUnit if no other module has set it previously in the stack.
Modules/Grid2D/ShallowWater/Grid2D_SW_MovingWindow_ShiftVelocityGrid.uasset	Grid2D_SW_MovingWindow_ShiftVelocityGrid	Sample a Vector2 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_MovingWindow_ShiftWaterGrid.uasset	Grid2D_SW_MovingWindow_ShiftWaterGrid	Sample a float value on the Grid by Attribute name.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_SmoothBoundaryCells.uasset	Grid2D_SW_SmoothBoundaryCells	Default value for Module.GridCollection if no other module has set it previously in the stack.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_Source.uasset	Grid2D_SW_Source	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_UpdateCollisions.uasset	Grid2D_SW_UpdateCollisions	Returns the current number of particles in the buffer.  Note: When reading from self this will be the previous frames data.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_UpdateDepthGrid.uasset	Grid2D_SW_UpdateDepthGrid	Gets a Vector2 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_SW_UpdateSimAttributes.uasset	Grid2D_SW_UpdateSimAttributes	640 | 1	Default value for Emitter.UseStaticDt if no other module has set it previously in the stack.
Modules/Grid2D/ShallowWater/Grid2D_SW_UpdateVelocity.uasset	Grid2D_SW_UpdateVelocity	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid2D/ShallowWater/Grid2D_UpdateCollisions.uasset	Grid2D_UpdateCollisions	—	—
Modules/Grid2D/SplitMatrixIntoRows.uasset	SplitMatrixIntoRows	Default value for Module.Matrix if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_ActorMotionForce.uasset	Grid3D_ActorMotionForce	Link the output from the ComputeOwnerModule to this input.	—
Modules/Grid3D/Grid3D_AddSDFToBoundary.uasset	Grid3D_AddSDFToBoundary	640 | 1	Default value for Module.SDFSolidVelocity if no other module has set it previously in the stack.
Modules/Grid3D/Grid3D_AdvectScalar.uasset	Grid3D_AdvectScalar	AdvectedGrid.IndexToUnit(SampleIndex.x, SampleIndex.y, SampleIndex.z, SampleUnit);	—
Modules/Grid3D/Grid3D_AdvectVector.uasset	Grid3D_AdvectVector	AdvectedGrid.IndexToUnit(SampleIndex.x, SampleIndex.y, SampleIndex.z, SampleUnit);	—
Modules/Grid3D/Grid3D_AdvectVector2D.uasset	Grid3D_AdvectVector2D	AdvectedGrid.IndexToUnit(SampleIndex.x, SampleIndex.y, SampleIndex.z, SampleUnit);	—
Modules/Grid3D/Grid3D_AdvectVector4.uasset	Grid3D_AdvectVector4	AdvectedGrid.IndexToUnit(SampleIndex.x, SampleIndex.y, SampleIndex.z, SampleUnit);	—
Modules/Grid3D/Grid3D_Advect_FluidAttribute.uasset	Grid3D_Advect_FluidAttribute	Gets a attribute starting index value for float on the Grid by Attribute name. Returns -1 if not found.	—
Modules/Grid3D/Grid3D_Advect_Particle.uasset	Grid3D_Advect_Particle	B|a	The position of the particle. This is its own type for LWC support.
Modules/Grid3D/Grid3D_AxisForce.uasset	Grid3D_AxisForce	ForceAway *= pow(1. - smoothstep(0, Radius, Distance), Falloff);	—
Modules/Grid3D/Grid3D_BakeAmbientOcclusion.uasset	Grid3D_BakeAmbientOcclusion	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid3D/Grid3D_BakeAmbientOcclusionAndNormals.uasset	Grid3D_BakeAmbientOcclusionAndNormals	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid3D/Grid3D_BakeDirectionalLight.uasset	Grid3D_BakeDirectionalLight	SunDir  = -View.AtmosphereLightDirection[Index];	—
Modules/Grid3D/Grid3D_BakePointLight.uasset	Grid3D_BakePointLight	Default value for Module.DefaultLightIntensity if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_Blur.uasset	Grid3D_Blur	Default value for Module.Grid if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_ChaosBuoyancyForce.uasset	Grid3D_ChaosBuoyancyForce	Set the value at a specific index. Note that this is an older way of working with Grids. Consider using the SetFloat or other typed, named functions or parameter map variables with StackContext namespace instead.	—
Modules/Grid3D/Grid3D_ComputeBoundary.uasset	Grid3D_ComputeBoundary	E|y	Module.Use Geometry Collection Collisions
Modules/Grid3D/Grid3D_ComputeCurl.uasset	Grid3D_ComputeCurl	Default value for Module.dx if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_ComputeCurlAtPosition.uasset	Grid3D_ComputeCurlAtPosition	The position of the particle. This is its own type for LWC support.	—
Modules/Grid3D/Grid3D_ComputeDivergence.uasset	Grid3D_ComputeDivergence	Default value for Module.dx if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_ComputeGradient.uasset	Grid3D_ComputeGradient	Default value for Module.ScalarIndex if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_ComputeHighPrecisionBoundary.uasset	Grid3D_ComputeHighPrecisionBoundary	Module.Use Geometry Collection Collisions	—
Modules/Grid3D/Grid3D_ConvolveAxis.uasset	Grid3D_ConvolveAxis	Gets the number of elements in the array.	—
Modules/Grid3D/Grid3D_CreateConvolutionKernel.uasset	Grid3D_CreateConvolutionKernel	Default value for Module.KernelArray if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_CreateDebugFromFluidAttribute.uasset	Grid3D_CreateDebugFromFluidAttribute	640 | 1	Used for debugging. Takes grid attributes as input and produces a float4 ready to be passed to a render target
Modules/Grid3D/Grid3D_CreateGridAttributeIndices.uasset	Grid3D_CreateGridAttributeIndices	This module caches grid attribute indices to emitter parameters. These attributes can then be used to efficiently reference grid data while maintaining a readable format.	—
Modules/Grid3D/Grid3D_CreateUnitToWorldTransform.uasset	Grid3D_CreateUnitToWorldTransform	This function returns the position of the currently active camera.	—
Modules/Grid3D/Grid3D_DrawBoundsOverlay.uasset	Grid3D_DrawBoundsOverlay	624 | 1	Default value for Engine.Owner.Rotation. Disabled for Engine Parameters.
Modules/Grid3D/Grid3D_ExternalObjectBuoyancyForce.uasset	Grid3D_ExternalObjectBuoyancyForce	The position of the particle. This is its own type for LWC support.	—
Modules/Grid3D/Grid3D_ExtrapolateVelocity.uasset	Grid3D_ExtrapolateVelocity	Get the value at a specific index. Note that this is an older way of working with Grids. Consider using the SetFloat or other typed, named functions or parameter map variables with StackContext namespace instead.	—
Modules/Grid3D/Grid3D_FLIP_FLUID_CONTROLS.uasset	Grid3D_FLIP_FLUID_CONTROLS	640 | 1	Emitter.Module.Not Use High Precision Collisions
Modules/Grid3D/Grid3D_FLIP_IntegrateParticleVelocity.uasset	Grid3D_FLIP_IntegrateParticleVelocity	Default value for Transient.PhysicsForce if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_FLIP_ParticleUpdate.uasset	Grid3D_FLIP_ParticleUpdate	Sample a Vector3 value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid3D/Grid3D_FLIP_RasterizeParticles.uasset	Grid3D_FLIP_RasterizeParticles	The position of the particle. This is its own type for LWC support.	—
Modules/Grid3D/Grid3D_FLIP_SCALABILITY_SPAWN.uasset	Grid3D_FLIP_SCALABILITY_SPAWN	Emitter.OVERRIDE.Render Grid Resolution Mult	—
Modules/Grid3D/Grid3D_FLIP_Tank_Spawn.uasset	Grid3D_FLIP_Tank_Spawn	f|x	Spawns a burst of particles instantaneously.
Modules/Grid3D/Grid3D_FLUID_CONTROLS.uasset	Grid3D_FLUID_CONTROLS	ZDf|L7	Module.Particle Collisions Velocity Mult
Modules/Grid3D/Grid3D_FillNeighborGrid.uasset	Grid3D_FillNeighborGrid	Returns a position value from a particle by index.  Note: When reading from self this will be the previous frames data.	—
Modules/Grid3D/Grid3D_Flip_GridParticles.uasset	Grid3D_Flip_GridParticles	Sample a float value on the Grid by Attribute name.	—
Modules/Grid3D/Grid3D_GAS_CONTROLS.uasset	Grid3D_GAS_CONTROLS	ZDf|LG	Emitter.Module.Turbulence2 Temperature Band
Modules/Grid3D/Grid3D_GAS_CONTROLS_SPAWN.uasset	Grid3D_GAS_CONTROLS_SPAWN	624 | 1	Emitter.Module.Scalar Interpolation Method
Modules/Grid3D/Grid3D_GAS_CONTROLS_UPDATE.uasset	Grid3D_GAS_CONTROLS_UPDATE	ZDf|L	Emitter.Module.Turbulence2 Temperature Band
Modules/Grid3D/Grid3D_GAS_SCALABILITY_SPAWN.uasset	Grid3D_GAS_SCALABILITY_SPAWN	Default value for Local.Module.ApplyOverride if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_GAS_SCALABILITY_UPDATE.uasset	Grid3D_GAS_SCALABILITY_UPDATE	Default value for Module.Render Step Size Mult if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_GAS_TEXTURE_CONTROLS.uasset	Grid3D_GAS_TEXTURE_CONTROLS	Default value for Emitter.Module.Loop Duration if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_GasTextureUpdate.uasset	Grid3D_GasTextureUpdate	Default value for Module.dt if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_Gas_Buoyancy.uasset	Grid3D_Gas_Buoyancy	We can simulate the effects of buoyancy on the gas by using the values in the grid to add velocity along the gravity direction. The higher the values in the grid, the larger the influence on the velocity.	—
Modules/Grid3D/Grid3D_Gas_DebugDisplay.uasset	Grid3D_Gas_DebugDisplay	A|z	Minimum simulation value to map to the left of the ramp. For vector data, the length is used.
Modules/Grid3D/Grid3D_Gas_FillVolumeTextureGrid.uasset	Grid3D_Gas_FillVolumeTextureGrid	Sets a float value on the Grid by Attribute name.	—
Modules/Grid3D/Grid3D_Gas_GatherParticleSource.uasset	Grid3D_Gas_GatherParticleSource	Returns the current number of particles in the buffer.  Note: When reading from self this will be the previous frames data.	—
Modules/Grid3D/Grid3D_Gas_GetAttributeFromRasterGrid.uasset	Grid3D_Gas_GetAttributeFromRasterGrid	To be used in conjunction with the SplatParticleDataIntoRasterGrid module.	—
Modules/Grid3D/Grid3D_Gas_GetParticleDataFromRasterGrid.uasset	Grid3D_Gas_GetParticleDataFromRasterGrid	To be used in conjunction with the SplatParticleDataIntoRasterGrid module.	—
Modules/Grid3D/Grid3D_Gas_Init.uasset	Grid3D_Gas_Init	Controls the contrast of the noise. Setting the exponent to zero switches off the noise calculation.	—
Modules/Grid3D/Grid3D_Gas_InitializeBakerTools.uasset	Grid3D_Gas_InitializeBakerTools	Used in the 3D Gas template to prep attributes for the baker convenience tools.	—
Modules/Grid3D/Grid3D_Gas_InitializeBaseGrids.uasset	Grid3D_Gas_InitializeBaseGrids	Gets a attribute starting index value for Vector3 on the Grid by Attribute name. Returns -1 if not found.	—
Modules/Grid3D/Grid3D_Gas_InitializeEmitter.uasset	Grid3D_Gas_InitializeEmitter	t|+	Gets a attribute starting index value for Vector3 on the Grid by Attribute name. Returns -1 if not found.
Modules/Grid3D/Grid3D_Gas_InitializeMaterialControls.uasset	Grid3D_Gas_InitializeMaterialControls	D|G	When in Black Body mode, the alpha channel of this curve controls the fire density. 
Modules/Grid3D/Grid3D_Gas_InitializeParticleSource.uasset	Grid3D_Gas_InitializeParticleSource	W|o	Particle data can be sourced into the gas simulation from a separate emitter. This module initializes the controls and rasterization grids for that process.
Modules/Grid3D/Grid3D_Gas_MaterialControls.uasset	Grid3D_Gas_MaterialControls	D|n	When in Black Body mode, the alpha channel of this curve controls the fire density. 
Modules/Grid3D/Grid3D_Gas_ParticleRasterizationSource.uasset	Grid3D_Gas_ParticleRasterizationSource	This module is deterministic, but slower than other methods. If speed is more important than accurate repeatability, use the ParticleScatterSource module.	—
Modules/Grid3D/Grid3D_Gas_ParticleScatterSource.uasset	Grid3D_Gas_ParticleScatterSource	os|9	This sourcing method is not deterministic (but it is fast). For cinematic use or where determinism is critical, use the ParticleRasterizationSource method.
Modules/Grid3D/Grid3D_Gas_ParticleSource.uasset	Grid3D_Gas_ParticleSource	Returns the current number of particles in the buffer.  Note: When reading from self this will be the previous frames data.	—
Modules/Grid3D/Grid3D_Gas_QualityOverrides.uasset	Grid3D_Gas_QualityOverrides	Module.Override.Attribute Resolution Multiplier	—
Modules/Grid3D/Grid3D_Gas_ResampleVolumeTexture.uasset	Grid3D_Gas_ResampleVolumeTexture	Sample the specified mip level of the input 3d texture at the specified UVW coordinates. The UVW origin (0, 0, 0) is in the bottom left hand corner of the volume.	—
Modules/Grid3D/Grid3D_Gas_SphereSource.uasset	Grid3D_Gas_SphereSource	640 | 1	Controls the contrast of the noise. Setting the exponent to zero switches off the noise calculation.
Modules/Grid3D/Grid3D_Gas_SplatParticleDataIntoRasterGrid.uasset	Grid3D_Gas_SplatParticleDataIntoRasterGrid	e| 	To be used in conjunction with the InitializeParticleSource module.
Modules/Grid3D/Grid3D_Gas_UpdateBakerTools.uasset	Grid3D_Gas_UpdateBakerTools	Used in the 3D Gas template to prep attributes for the baker convenience tools.	—
Modules/Grid3D/Grid3D_Gas_UpdateEmitter.uasset	Grid3D_Gas_UpdateEmitter	This function returns the position of the currently active camera.	—
Modules/Grid3D/Grid3D_Gas_VolumeTextureSource.uasset	Grid3D_Gas_VolumeTextureSource	Returns the current number of particles in the buffer.  Note: When reading from self this will be the previous frames data.	—
Modules/Grid3D/Grid3D_GenerateMeshFromDistanceField.uasset	Grid3D_GenerateMeshFromDistanceField	DistanceRT.GetRenderTargetValue(CornerIndex.x, CornerIndex.y, CornerIndex.z, Weight);	—
Modules/Grid3D/Grid3D_GeometryCollection_Boundary.uasset	Grid3D_GeometryCollection_Boundary	Default value for Transient.SolidVelocity if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_GetFloat.uasset	Grid3D_GetFloat	Default value for Module.Index if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_GetFloatAtPosition.uasset	Grid3D_GetFloatAtPosition	The position of the particle. This is its own type for LWC support.	—
Modules/Grid3D/Grid3D_GetFluidAttribute.uasset	Grid3D_GetFluidAttribute	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid3D/Grid3D_GetFluidAttributeAtPosition.uasset	Grid3D_GetFluidAttributeAtPosition	This module can be used to query grid data from a separate emitter.	—
Modules/Grid3D/Grid3D_GetTransientsFromGridValues.uasset	Grid3D_GetTransientsFromGridValues	Gets a float value on the Grid by Attribute name. Note that this is the value from the previous execution stage.	—
Modules/Grid3D/Grid3D_GetVector.uasset	Grid3D_GetVector	Default value for Module.Index if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_GetVector4.uasset	Grid3D_GetVector4	Default value for Module.Index if no other module has set it previously in the stack.	—
Modules/Grid3D/Grid3D_GetVector4AtPosition.uasset	Grid3D_GetVector4AtPosition	B|a	The position of the particle. This is its own type for LWC support.
Modules/Grid3D/Grid3D_GetVectorAtPosition.uasset	Grid3D_GetVectorAtPosition	B|a	The position of the particle. This is its own type for LWC support.
Modules/Grid3D/Grid3D_GridValueMask.uasset	Grid3D_GridValueMask	Calculate a 0-1 region mask based on values within a scalar grid. This mask can be used to limit an influence based on a density or temperature band for example.	—
